Letter reference,Author name,Author API,Author gender,Author DOB,Relation to recipient,Recipient,Recipient API,Recipient gender,Recipient DOB,Relation to author,Change from 2006?,Order of Gardiner letters in file
CLIFFO_037,HENRY_PERCY_II,5TH_EARL_OF_NORTHUMBERLAND,MALE,1478,FATHER-IN-LAW,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,SON-IN-LAW,ok,
CLIFFO_038,HENRY_PERCY_II,5TH_EARL_OF_NORTHUMBERLAND,MALE,1478,FATHER-IN-LAW,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,SON-IN-LAW,ok,
CLIFFO_039,HENRY_PERCY_II,5TH_EARL_OF_NORTHUMBERLAND,MALE,1478,FATHER-IN-LAW,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,SON-IN-LAW,ok,
CLIFFO_040,HENRY_PERCY_II,5TH_EARL_OF_NORTHUMBERLAND,MALE,1478,FATHER-IN-LAW,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,SON-IN-LAW,ok,
CLIFFO_041,HENRY_PERCY_III,6TH_EARL_OF_NORTHUMBERLAND,MALE,1502?,BROTHER-IN-LAW,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,BROTHER-IN-LAW,ok,
CLIFFO_042,HENRY_PERCY_III,6TH_EARL_OF_NORTHUMBERLAND,MALE,1502?,SON,CATHERINE_PERCY,DOWAGER_COUNTESS_OF_NORTHUMBERLAND,FEMALE,,MOTHER,ok,
CLIFFO_043,HENRY_PERCY_III,6TH_EARL_OF_NORTHUMBERLAND,MALE,1502?,BROTHER-IN-LAW,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,BROTHER-IN-LAW,ok,
CLIFFO_044,HENRY_PERCY_III,6TH_EARL_OF_NORTHUMBERLAND,MALE,1502?,BROTHER-IN-LAW,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,BROTHER-IN-LAW,ok,
CLIFFO_045,HENRY_PERCY_III,6TH_EARL_OF_NORTHUMBERLAND,MALE,1502?,BROTHER,MARGARET_CLIFFORD[N.PERCY],1ST_COUNTESS_OF_CUMBERLAND,FEMALE,,SISTER,ok,
CLIFFO_046,HENRY_PERCY_III,6TH_EARL_OF_NORTHUMBERLAND,MALE,1502?,BROTHER,MARGARET_CLIFFORD[N.PERCY],1ST_COUNTESS_OF_CUMBERLAND,FEMALE,,SISTER,ok,
CLIFFO_047,CHARLES_BRANDON,1ST_DUKE_OF_SUFFOLK/MAGNATE/COURTIER/SOLDIER(DNB),MALE,1484,KIN,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493??,KIN,ok,
CLIFFO_048,CHARLES_BRANDON,1ST_DUKE_OF_SUFFOLK/MAGNATE/COURTIER/SOLDIER(DNB),MALE,1484,KIN,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493??,KIN,ok,
CLIFFO_049,CHARLES_BRANDON,1ST_DUKE_OF_SUFFOLK/MAGNATE/COURTIER/SOLDIER(DNB),MALE,1484,KIN,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493??,KIN,ok,
CLIFFO_050,CHARLES_BRANDON,1ST_DUKE_OF_SUFFOLK/MAGNATE/COURTIER/SOLDIER(DNB),MALE,1484,KIN,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,KIN,ok,
CLIFFO_051,CHARLES_BRANDON,1ST_DUKE_OF_SUFFOLK/MAGNATE/COURTIER/SOLDIER(DNB),MALE,1484,KIN,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,KIN,ok,
CLIFFO_052,CHARLES_BRANDON,1ST_DUKE_OF_SUFFOLK/MAGNATE/COURTIER/SOLDIER(DNB),MALE,1484,KIN,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,KIN,ok,
CLIFFO_053,CHARLES_BRANDON,1ST_DUKE_OF_SUFFOLK/MAGNATE/COURTIER/SOLDIER(DNB),MALE,1484,KIN,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,KIN,ok,
CLIFFO_054,CHARLES_BRANDON,1ST_DUKE_OF_SUFFOLK/MAGNATE/COURTIER/SOLDIER(DNB),MALE,1484,KIN,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,KIN,ok,
CLIFFO_055,CHARLES_BRANDON,1ST_DUKE_OF_SUFFOLK/MAGNATE/COURTIER/SOLDIER(DNB),MALE,1484,KIN,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,KIN,ok,
CLIFFO_056,THOMAS_HOWARD_II,3RD_DUKE_OF_NORFOLK/MAGNATE/SOLDIER(DNB),MALE,1473,,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,,ok,
CLIFFO_057,THOMAS_HOWARD_II,3RD_DUKE_OF_NORFOLK/MAGNATE/SOLDIER(DNB),MALE,1473,,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,,ok,
CLIFFO_058,THOMAS_HOWARD_II,3RD_DUKE_OF_NORFOLK/MAGNATE/SOLDIER(DNB),MALE,1473,,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,,ok,
CLIFFO_059,THOMAS_HOWARD_II,3RD_DUKE_OF_NORFOLK/MAGNATE/SOLDIER(DNB),MALE,1473,,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,,ok,
CLIFFO_060,THOMAS_WHARTON,SIR,MALE,1495?,,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,,ok,
CLIFFO_061,THOMAS_WHARTON,SIR,MALE,1495?,,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,,ok,
CLIFFO_062,THOMAS_WHARTON,SIR,MALE,1495?,,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,,ok,
CLIFFO_063,THOMAS_WHARTON,SIR,MALE,1495?,,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,,ok,
CLIFFO_064,THOMAS_WHARTON,SIR,MALE,1495?,,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,,ok,
CLIFFO_065,THOMAS_WHARTON,SIR,MALE,1495?,,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,,ok,
CLIFFO_066,ROGER_BELLINGHAM,SIR,MALE,,,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,,ok,
CLIFFO_067,WILLIAM_BUTTS,SIR/PHYSICIAN,MALE,,,HENRY_CLIFFORD_II[OR_HENRY_CLIFFORD_III],1ST_EARL_OF_CUMBERLAND,MALE,1493?,,ok,
CLIFFO_068,JAMES_CALFHILL,BISHOP_OF_WINCHESTER,MALE,1530?,,HENRY_CLIFFORD_III,2ND_EARL_OF_CUMBERLAND,MALE,1517,,ok,
CLIFFO_069,REYNOLD_CARNABY,SIR,MALE,,,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,,ok,
CLIFFO_070,CHRISTOPHER_CRACKENTHORPE,,MALE,,,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,,ok,
CLIFFO_071,CHRISTOPHER_DACRE,,MALE,,,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,,ok,
CLIFFO_072,WILLIAM_MUSGRAVE,SIR,MALE,1509?,,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,,ok,
CLIFFO_073,GEORGE_THOMPSON,,MALE,,,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,,ok,
CLIFFO_074,CLEMENT_WATSON,SERVANT,MALE,,,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,,ok,
CLIFFO_075,CLEMENT_WATSON,SERVANT,MALE,,,HENRY_CLIFFORD_II,1ST_EARL_OF_CUMBERLAND,MALE,1493?,,ok,
CONWAY_001,EDWARD_CONWAY_SR,2ND_VISCOUNT,MALE,1602,,ELIZABETH_CAVENDISH[N.CECIL],COUNTESS_OF_DEVONSHIRE,FEMALE,1619?,,ok,
CONWAY_002,EDWARD_CONWAY_SR,2ND_VISCOUNT,MALE,1602,,ELIZABETH_CAVENDISH[N.CECIL],COUNTESS_OF_DEVONSHIRE,FEMALE,1619?,,ok,
CONWAY_003,EDWARD_CONWAY_SR,2ND_VISCOUNT,MALE,1602,,JOHN_SELDEN,,MALE,1584,,ok,
CONWAY_004,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,SON,EDWARD_CONWAY_SR,2ND_VISCOUNT,MALE,1602,FATHER,ok,
CONWAY_005,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,SON,EDWARD_CONWAY_SR,2ND_VISCOUNT,MALE,1602,FATHER,ok,
CONWAY_006,EDWARD_CONWAY_SR,2ND_VISCOUNT,MALE,1602,FATHER-IN-LAW,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,DAUGHTER-IN-LAW,ok,
CONWAY_007,EDWARD_CONWAY_SR,2ND_VISCOUNT,MALE,1602,FATHER-IN-LAW,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,DAUGHTER-IN-LAW,ok,
CONWAY_008,EDWARD_CONWAY_SR,2ND_VISCOUNT,MALE,1602,FATHER-IN-LAW,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,DAUGHTER-IN-LAW,ok,
CONWAY_009,EDWARD_CONWAY_SR,2ND_VISCOUNT,MALE,1602,FATHER-IN-LAW,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,DAUGHTER-IN-LAW,ok,
CONWAY_010,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,DAUGHTER-IN-LAW,EDWARD_CONWAY_SR,2ND_VISCOUNT,MALE,1602,FATHER-IN-LAW,ok,
CONWAY_011,JOHN_FINCH,SIR,MALE,1626?,BROTHER,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,SISTER,ok,
CONWAY_012,JOHN_FINCH,SIR,MALE,1626?,BROTHER,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,SISTER,ok,
CONWAY_013,JOHN_FINCH,SIR,MALE,1626?,BROTHER,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,SISTER,ok,
CONWAY_014,JOHN_FINCH,SIR,MALE,1626?,BROTHER,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,SISTER,ok,
CONWAY_015,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,WIFE,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,HUSBAND,ok,
CONWAY_016,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_017,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,BROTHER-IN-LAW,GEORGE_RAWDON,MAJOR,MALE,,BROTHER-IN-LAW,ok,
CONWAY_018,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,WIFE,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,HUSBAND,ok,
CONWAY_019,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,WIFE,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,HUSBAND,ok,
CONWAY_020,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,WIFE,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,HUSBAND,ok,
CONWAY_021,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,WIFE,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,HUSBAND,ok,
CONWAY_022,JOHN_FINCH,SIR,MALE,1626?,BROTHER,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,SISTER,ok,
CONWAY_023,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,WIFE,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,HUSBAND,ok,
CONWAY_024,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,WIFE,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,HUSBAND,ok,
CONWAY_025,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_026,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,WIFE,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,HUSBAND,ok,
CONWAY_027,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,WIFE,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,HUSBAND,ok,
CONWAY_028,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,BROTHER-IN-LAW,GEORGE_RAWDON,MAJOR,MALE,,BROTHER-IN-LAW,ok,
CONWAY_029,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,BROTHER-IN-LAW,GEORGE_RAWDON,MAJOR,MALE,,BROTHER-IN-LAW,ok,
CONWAY_030,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,BROTHER-IN-LAW,GEORGE_RAWDON,MAJOR,MALE,,BROTHER-IN-LAW,ok,
CONWAY_031,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,WIFE,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,HUSBAND,ok,
CONWAY_032,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,BROTHER-IN-LAW,GEORGE_RAWDON,MAJOR,MALE,,BROTHER-IN-LAW,ok,
CONWAY_033,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,BROTHER-IN-LAW,GEORGE_RAWDON,MAJOR,MALE,,BROTHER-IN-LAW,ok,
CONWAY_034,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,HENRY_MORE,,MALE,1614,FRIEND,ok,
CONWAY_035,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_036,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_037,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,BROTHER-IN-LAW,GEORGE_RAWDON,MAJOR,MALE,,BROTHER-IN-LAW,ok,
CONWAY_038,JOHN_FINCH,SIR,MALE,1626?,BROTHER-IN-LAW,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,BROTHER-IN-LAW,ok,
CONWAY_039,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_040,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,HENRY_MORE,,MALE,1614,FRIEND,ok,
CONWAY_041,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_042,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_043,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_044,JOHN_FINCH,SIR,MALE,1626?,BROTHER-IN-LAW,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,BROTHER-IN-LAW,ok,
CONWAY_045,HENRY_MORE,,MALE,1614,,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,,ok,
CONWAY_046,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_047,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,HENRY_MORE,,MALE,1614,FRIEND,ok,
CONWAY_048,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_049,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,HENRY_MORE,,MALE,1614,FRIEND,ok,
CONWAY_050,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,WIFE,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,HUSBAND,ok,
CONWAY_051,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,WIFE,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,HUSBAND,ok,
CONWAY_052,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,WIFE,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,HUSBAND,ok,
CONWAY_053,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_054,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,HENRY_MORE,,MALE,1614,FRIEND,ok,
CONWAY_055,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_056,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_057,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,HENRY_MORE,,MALE,1614,FRIEND,ok,
CONWAY_058,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,WIFE,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,HUSBAND,ok,
CONWAY_059,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,WIFE,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,HUSBAND,ok,
CONWAY_060,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,WIFE,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,HUSBAND,ok,
CONWAY_061,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,WIFE,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,HUSBAND,ok,
CONWAY_062,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_063,JOHN_FINCH,SIR,MALE,1626?,BROTHER-IN-LAW,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,BROTHER-IN-LAW,ok,
CONWAY_064,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,WIFE,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,HUSBAND,ok,
CONWAY_065,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_066,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,BROTHER-IN-LAW,JOHN_FINCH,SIR,MALE,1626?,BROTHER-IN-LAW,ok,
CONWAY_067,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_068,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,WIFE,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,HUSBAND,ok,
CONWAY_069,ELIZABETH_FINCH[N.HARVEY],LADY,FEMALE,,MOTHER,DANIEL_FINCH,,MALE,,SON,ok,
CONWAY_070,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,,EDWARD_DERING,SIR,MALE,,,ok,
CONWAY_071,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,WIFE,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,HUSBAND,ok,
CONWAY_072,FRANCES_CONWAY,DOWAGER_VISCOUNTESS,FEMALE,,MOTHER,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,SON,ok,
CONWAY_073,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_074,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_075,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_076,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_077,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,HENRY_MORE,,MALE,1614,FRIEND,ok,
CONWAY_078,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_079,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_080,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_081,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,BROTHER-IN-LAW,GEORGE_RAWDON,MAJOR,MALE,,BROTHER-IN-LAW,ok,
CONWAY_082,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,HUSBAND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,WIFE,ok,
CONWAY_083,FRANCIS_CLIFTON[N.FINCH],,FEMALE,,SISTER,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,SISTER,corrected,
CONWAY_084,FRANCIS_CLIFTON[N.FINCH],,FEMALE,,SISTER,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,SISTER,corrected,
CONWAY_085,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,HUSBAND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,WIFE,ok,
CONWAY_086,FRANCIS_CLIFTON[N.FINCH],,FEMALE,,SISTER,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,SISTER,corrected,
CONWAY_087,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,HUSBAND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,WIFE,ok,
CONWAY_088,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_089,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,HUSBAND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,WIFE,ok,
CONWAY_090,HENRY_MORE,,MALE,1614,,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,,ok,
CONWAY_091,HENRY_MORE,,MALE,1614,,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,,ok,
CONWAY_092,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_093,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,HENRY_MORE,,MALE,1614,FRIEND,ok,
CONWAY_094,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_095,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_096,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_097,HENRY_MORE,,MALE,1614,FRIEND,ANNE_CONWAY[N.FINCH],VISCOUNTESS,FEMALE,1631,FRIEND,ok,
CONWAY_098,HENRY_MORE,,MALE,1614,,EDWARD_CONWAY_JR,EARL_OF_CONWAY,MALE,1623,,ok,
CORIE_001,THOMAS_CORIE,TOWN_CLERK_OF_NORWICH,MALE,,,JOSEPH_WILLIAMSON,SIR/GOV'T_OFFICIAL(DNB),MALE,1633,,ok,
CORIE_002,THOMAS_CORIE,TOWN_CLERK_OF_NORWICH,MALE,,,JOSEPH_WILLIAMSON,SIR/GOV'T_OFFICIAL,MALE,1633,,ok,
CORIE_003,THOMAS_CORIE,TOWN_CLERK_OF_NORWICH,MALE,,,JOHN_CROFTS,DEAN_OF_NORWICH,MALE,,,ok,
CORIE_004,THOMAS_CORIE,TOWN_CLERK_OF_NORWICH,MALE,,,JOSEPH_WILLIAMSON,SIR/GOV'T_OFFICIAL,MALE,1633,,ok,
CORIE_005,THOMAS_CORIE,TOWN_CLERK_OF_NORWICH,MALE,,,JOSEPH_WILLIAMSON,SIR/GOV'T_OFFICIAL,MALE,1633,,ok,
CORIE_006,THOMAS_CORIE,TOWN_CLERK_OF_NORWICH,MALE,,,JOSEPH_WILLIAMSON,SIR/GOV'T_OFFICIAL,MALE,1633,,ok,
CORIE_007,THOMAS_CORIE,TOWN_CLERK_OF_NORWICH,MALE,,,JOSEPH_WILLIAMSON,SIR/GOV'T_OFFICIAL,MALE,1633,,ok,
CORIE_008,THOMAS_CORIE,TOWN_CLERK_OF_NORWICH,MALE,,,JOSEPH_WILLIAMSON,SIR/GOV'T_OFFICIAL,MALE,1633,,ok,
CORIE_009,THOMAS_CORIE,TOWN_CLERK_OF_NORWICH,MALE,,,JOSEPH_WILLIAMSON,SIR/GOV'T_OFFICIAL,MALE,1633,,ok,
CORIE_010,THOMAS_CORIE,TOWN_CLERK_OF_NORWICH,MALE,,,JOSEPH_WILLIAMSON,SIR/GOV'T_OFFICIAL,MALE,1633,,ok,
CORIE_011,THOMAS_CORIE,TOWN_CLERK_OF_NORWICH,MALE,,,JOSEPH_WILLIAMSON,SIR/GOV'T_OFFICIAL,MALE,1633,,ok,
CORIE_012,THOMAS_CORIE,TOWN_CLERK_OF_NORWICH,MALE,,,JOSEPH_WILLIAMSON,SIR/GOV'T_OFFICIAL,MALE,1633,,ok,
CORIE_013,THOMAS_CORIE,TOWN_CLERK_OF_NORWICH,MALE,,,UNKNOWN_RECIPIENT_3,,MALE,,,ok,
CORNWAL_001,JANE_CORNWALLIS/BACON[N.MEAUTYS],LADY,FEMALE,1581,,ELNATHAN_PARR,RECTOR_OF_PALGRAVE,MALE,,,ok,
